n_weeks_used,BottomKAcc,PairwiseOrderAcc,Top1Acc,MeanMargin,RuleReproRateWeek,AvgLogLik,Perplexity,avg_K,run_dir,checkpoint,monitor_name,monitor_value_recomputed,trial
260,0.9173076923076923,0.9863025193031018,0.9210526315789473,0.20972768965248878,0.9038461538461539,-0.5303534736032955,1.7447291638591114,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0111,best,train_BottomKAcc,0.9173076923076923,111
260,0.9153846153846154,0.9854096618982462,0.9166666666666666,0.11668403260409832,0.9038461538461539,-0.5404012900992081,1.7593686141836886,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0099,best,train_BottomKAcc,0.9153846153846154,99
260,0.9153846153846154,0.9862512503678982,0.9166666666666666,0.17618165709651434,0.9038461538461539,-0.5289020875970332,1.740335432917953,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0093,best,train_BottomKAcc,0.9153846153846154,93
260,0.9134615384615384,0.9866419711938271,0.9122807017543859,0.094982665261397,0.9038461538461539,-0.5496501932135568,1.7764545862137127,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0142,best,train_BottomKAcc,0.9134615384615384,142
260,0.9115384615384615,0.9855673514879667,0.9122807017543859,0.12776878295609584,0.9,-0.5436161234115179,1.7667190658181107,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0148,best,train_BottomKAcc,0.9115384615384615,148
260,0.9115384615384615,0.984266499372629,0.9166666666666666,0.17955025526193472,0.8961538461538462,-0.5328915916598187,1.748037392039565,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0154,best,train_BottomKAcc,0.9115384615384615,154
260,0.9096153846153846,0.9842396513773845,0.9122807017543859,0.11798027212230058,0.8961538461538462,-0.5439875934631205,1.7659644886181494,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0132,best,train_BottomKAcc,0.9096153846153846,132
260,0.9096153846153846,0.9835193998538531,0.9078947368421053,0.10620916402683808,0.9,-0.5392169531578055,1.7566110323717985,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0094,best,train_BottomKAcc,0.9096153846153846,94
260,0.9076923076923077,0.981858837375274,0.9078947368421053,0.10249987052610288,0.8961538461538462,-0.5431998698613965,1.7654604797599205,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0061,best,train_BottomKAcc,0.9076923076923077,61
260,0.9057692307692308,0.9832231682080489,0.9078947368421053,0.16321609610548385,0.8923076923076924,-0.537795514606226,1.756592241809817,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0133,best,train_BottomKAcc,0.9057692307692308,133
260,0.9057692307692308,0.9828997414845687,0.9035087719298246,0.09815245316578791,0.8961538461538462,-0.5427129221220429,1.7628741673856856,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0062,best,train_BottomKAcc,0.9057692307692308,62
260,0.9057692307692308,0.9844426430188693,0.9078947368421053,0.10396243921266152,0.8923076923076924,-0.5451116325763555,1.7683783912077669,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0163,best,train_BottomKAcc,0.9057692307692308,163
260,0.9038461538461539,0.982476969407155,0.9035087719298246,0.12100294086222466,0.8923076923076924,-0.5333898899145424,1.7457009901213574,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0078,best,train_BottomKAcc,0.9038461538461539,78
260,0.9038461538461539,0.9832765870369398,0.9035087719298246,0.1415375081105874,0.8923076923076924,-0.537202793202148,1.7540942940813509,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0161,best,train_BottomKAcc,0.9038461538461539,161
260,0.9019230769230769,0.9796137219438186,0.9035087719298246,0.17897461549593852,0.8884615384615384,-0.5297303229140548,1.7421125748322672,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0125,best,train_BottomKAcc,0.9019230769230769,125
260,0.9,0.9805583332593625,0.8991228070175439,0.10085291507152411,0.8884615384615384,-0.540830458743641,1.7614259958663445,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0147,best,train_BottomKAcc,0.9,147
260,0.9,0.9816894240104235,0.8991228070175439,0.1108324560121848,0.8884615384615384,-0.5378824942315427,1.7538487954107616,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0033,best,train_BottomKAcc,0.9,33
260,0.9,0.9815490092222507,0.9035087719298246,0.10863252434019859,0.8846153846153846,-0.5415424767523431,1.7616169092447274,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0052,best,train_BottomKAcc,0.9,52
260,0.9,0.9830119210940141,0.9035087719298246,0.15451984545932365,0.8846153846153846,-0.5345378007883063,1.7503573513760806,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0109,best,train_BottomKAcc,0.9,109
260,0.8980769230769231,0.9843950516902483,0.8991228070175439,0.15983846786503608,0.8846153846153846,-0.539116256368848,1.7592228681331525,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0141,best,train_BottomKAcc,0.8980769230769231,141
260,0.8980769230769231,0.9828422988836581,0.9078947368421053,0.17012476975528093,0.8769230769230769,-0.5358514861633571,1.7536772077632026,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0157,best,train_BottomKAcc,0.8980769230769231,157
260,0.8961538461538462,0.9756346456133402,0.8947368421052632,0.1102991426220307,0.8846153846153846,-0.5320565535113788,1.7443171578617436,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0108,best,train_BottomKAcc,0.8961538461538462,108
260,0.8961538461538462,0.9812269696822533,0.8991228070175439,0.14075204139718642,0.8807692307692307,-0.5305750949451556,1.7411390226243104,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0041,best,train_BottomKAcc,0.8961538461538462,41
260,0.8942307692307693,0.9772739780636934,0.8947368421052632,0.1761467401511394,0.8807692307692307,-0.5265243507062013,1.7354654214027863,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0103,best,train_BottomKAcc,0.8942307692307693,103
260,0.8942307692307693,0.9786779911472248,0.8947368421052632,0.13408638327740707,0.8807692307692307,-0.536400780826807,1.7521723745092896,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0008,best,train_BottomKAcc,0.8942307692307693,8
260,0.8942307692307693,0.976677075601541,0.8947368421052632,0.1073997866648894,0.8807692307692307,-0.5376575992442667,1.7557345114048413,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0140,best,train_BottomKAcc,0.8942307692307693,140
260,0.8942307692307693,0.979793680860446,0.8947368421052632,0.0966353553132369,0.8807692307692307,-0.5455278854888792,1.7704622016525517,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0080,best,train_BottomKAcc,0.8942307692307693,80
260,0.8903846153846153,0.980630206144773,0.8859649122807017,0.12123371947270173,0.8807692307692307,-0.5418178875715687,1.7642144936159074,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0106,best,train_BottomKAcc,0.8903846153846153,106
260,0.8903846153846153,0.9791453980482542,0.8903508771929824,0.060501306016857805,0.8769230769230769,-0.5515161318847767,1.7834915045555524,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0051,best,train_BottomKAcc,0.8903846153846153,51
260,0.8884615384615384,0.9775197049746147,0.8903508771929824,0.14384903420622533,0.8730769230769231,-0.533804180014592,1.7478266918063066,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0035,best,train_BottomKAcc,0.8884615384615384,35
260,0.8884615384615384,0.9807048529386521,0.8903508771929824,0.13518452446621199,0.8730769230769231,-0.5338439352667103,1.7470887525422443,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0040,best,train_BottomKAcc,0.8884615384615384,40
260,0.8865384615384615,0.9784369824024347,0.8947368421052632,0.10793984159827233,0.8653846153846154,-0.5413043478647104,1.762194284998903,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0158,best,train_BottomKAcc,0.8865384615384615,158
260,0.8865384615384615,0.9792381256818772,0.8859649122807017,0.1487566553342801,0.8730769230769231,-0.532792818488983,1.7467593186400332,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0119,best,train_BottomKAcc,0.8865384615384615,119
260,0.8846153846153846,0.9778232904580924,0.8903508771929824,0.12127513558818744,0.8653846153846154,-0.5390092907688365,1.7572978342257624,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0017,best,train_BottomKAcc,0.8846153846153846,17
260,0.8846153846153846,0.9796102537558629,0.8859649122807017,0.11262750210097203,0.8692307692307693,-0.5460255742861101,1.7710463260413711,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0165,best,train_BottomKAcc,0.8846153846153846,165
260,0.8807692307692307,0.9792617825361398,0.881578947368421,0.13871669723437383,0.8653846153846154,-0.530127961654216,1.7413546405272593,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0164,best,train_BottomKAcc,0.8807692307692307,164
260,0.8807692307692307,0.9816326760328733,0.8771929824561403,0.14652812950886213,0.8692307692307693,-0.5388404566006592,1.758213276188052,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0098,best,train_BottomKAcc,0.8807692307692307,98
260,0.8788461538461538,0.978342216519209,0.881578947368421,0.1468202251654405,0.8615384615384616,-0.5333743529036068,1.7472197571870514,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0050,best,train_BottomKAcc,0.8788461538461538,50
260,0.8788461538461538,0.9788794563366816,0.8859649122807017,0.16577874381954855,0.8576923076923076,-0.5329433102930824,1.7471460707204982,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0160,best,train_BottomKAcc,0.8788461538461538,160
260,0.8769230769230769,0.9761459398728151,0.8771929824561403,0.09368810940247316,0.8615384615384616,-0.542915730472081,1.7648248464346714,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0060,best,train_BottomKAcc,0.8769230769230769,60
260,0.8730769230769231,0.9787711890844198,0.8728070175438597,0.11084428254801493,0.8576923076923076,-0.5466797588894573,1.7713450089324039,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0120,best,train_BottomKAcc,0.8730769230769231,120
260,0.8711538461538462,0.9727025780540246,0.8728070175438597,0.10964682305661531,0.8538461538461538,-0.5360008998702351,1.7507361167177777,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0087,best,train_BottomKAcc,0.8711538461538462,87
260,0.8673076923076923,0.9786378929248223,0.8640350877192983,0.1123740225743789,0.8538461538461538,-0.5441385514174516,1.7671030998077653,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0153,best,train_BottomKAcc,0.8673076923076923,153
260,0.8634615384615385,0.9723111639802272,0.8640350877192983,0.11654883362352848,0.8461538461538461,-0.5345057825128047,1.7478883091374593,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0138,best,train_BottomKAcc,0.8634615384615385,138
260,0.8634615384615385,0.9741910469073516,0.868421052631579,0.08504511814277906,0.8461538461538461,-0.5467342519487899,1.7740875603876756,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0039,best,train_BottomKAcc,0.8634615384615385,39
260,0.8615384615384616,0.9752193673298909,0.8640350877192983,0.10456572060401623,0.8423076923076923,-0.5431534665063597,1.7643943420306514,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0059,best,train_BottomKAcc,0.8615384615384616,59
260,0.8576923076923076,0.9744012963313323,0.8552631578947368,0.13700305610322036,0.8423076923076923,-0.5304947229532095,1.7406662780865108,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0045,best,train_BottomKAcc,0.8576923076923076,45
260,0.8576923076923076,0.9721140701037186,0.8596491228070176,0.13559724301672899,0.8384615384615385,-0.5324958727623408,1.745502310078553,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0162,best,train_BottomKAcc,0.8576923076923076,162
260,0.8519230769230769,0.9634716702195314,0.8464912280701754,0.13201045078726914,0.8384615384615385,-0.529165056362175,1.74044303307144,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0167,best,train_BottomKAcc,0.8519230769230769,167
260,0.8519230769230769,0.96845488181481,0.8508771929824561,0.1532537854061677,0.8346153846153846,-0.5285137865907298,1.7386232029402424,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0102,best,train_BottomKAcc,0.8519230769230769,102
260,0.8480769230769231,0.9713533722437345,0.8508771929824561,0.09665575798314352,0.8269230769230769,-0.5446704915724695,1.7681486009238772,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0070,best,train_BottomKAcc,0.8480769230769231,70
260,0.8442307692307692,0.9635589439135331,0.8508771929824561,0.12888979894610553,0.823076923076923,-0.5339579031301233,1.74834339323885,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0036,best,train_BottomKAcc,0.8442307692307692,36
260,0.8403846153846154,0.9640080790107067,0.8377192982456141,0.17958583275859172,0.823076923076923,-0.523582860458499,1.7305139287053577,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0135,best,train_BottomKAcc,0.8403846153846154,135
260,0.8384615384615385,0.9699173079087184,0.8421052631578947,0.16029825038634815,0.8153846153846154,-0.5303082985266183,1.7421003317987278,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0056,best,train_BottomKAcc,0.8384615384615385,56
260,0.8384615384615385,0.9689919840831023,0.8333333333333334,0.19862319964628952,0.823076923076923,-0.519748819554941,1.7244405990002563,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0143,best,train_BottomKAcc,0.8384615384615385,143
260,0.8384615384615385,0.973946474148677,0.8377192982456141,0.07596424975647376,0.8192307692307692,-0.5510877834561353,1.78135947421233,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0118,best,train_BottomKAcc,0.8384615384615385,118
260,0.8346153846153846,0.9670064536424784,0.8377192982456141,0.03359858218867045,0.8115384615384615,-0.5559777093693041,1.7967658540668896,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0072,best,train_BottomKAcc,0.8346153846153846,72
260,0.8346153846153846,0.9647657504448524,0.8333333333333334,0.07577799340853324,0.8153846153846154,-0.5474424509689785,1.7828871836942224,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0064,best,train_BottomKAcc,0.8346153846153846,64
260,0.8346153846153846,0.9644698397471354,0.8333333333333334,0.20855812010570215,0.8153846153846154,-0.5201999567090891,1.7255103131576197,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0130,best,train_BottomKAcc,0.8346153846153846,130
260,0.8269230769230769,0.9650894971994254,0.8245614035087719,0.11598516573699622,0.8076923076923077,-0.5322096354471376,1.7450635024315113,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0047,best,train_BottomKAcc,0.8269230769230769,47
260,0.8269230769230769,0.9658793322168864,0.8289473684210527,0.10798935918853833,0.8038461538461539,-0.5444149937086668,1.770254851920405,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0015,best,train_BottomKAcc,0.8269230769230769,15
260,0.825,0.9703480594433271,0.8245614035087719,0.09435398080028021,0.8038461538461539,-0.5443565939624723,1.766349107665008,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0121,best,train_BottomKAcc,0.825,121
260,0.825,0.9697275957235924,0.8245614035087719,0.057405878632114486,0.8038461538461539,-0.5574007954949943,1.7975246221794747,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0124,best,train_BottomKAcc,0.825,124
260,0.825,0.9685379248399001,0.8245614035087719,0.13586516093749265,0.8038461538461539,-0.5382574000825676,1.7565515554584479,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0038,best,train_BottomKAcc,0.825,38
260,0.8192307692307692,0.9629033510501568,0.8201754385964912,0.10565841318323062,0.7961538461538461,-0.5355942314705596,1.7509333450625988,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0044,best,train_BottomKAcc,0.8192307692307692,44
260,0.8134615384615385,0.9628053082869603,0.8114035087719298,0.03445457933613887,0.7923076923076923,-0.5535456427946114,1.7918589873602782,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0071,best,train_BottomKAcc,0.8134615384615385,71
260,0.8134615384615385,0.9582421890818156,0.8114035087719298,0.013091887447696465,0.7923076923076923,-0.5544485042301508,1.7999037231485668,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0092,best,train_BottomKAcc,0.8134615384615385,92
260,0.8057692307692308,0.9554137572646141,0.8026315789473685,0.14421463657457095,0.7846153846153846,-0.5276681108471866,1.7362591354230674,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0113,best,train_BottomKAcc,0.8057692307692308,113
260,0.8057692307692308,0.9635465965821193,0.8157894736842105,0.13709309508021061,0.7846153846153846,-0.5347191152521051,1.7493183208602554,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0034,best,train_BottomKAcc,0.8057692307692308,34
260,0.8038461538461539,0.9527693283099394,0.8026315789473685,-0.03153576873815977,0.7846153846153846,-0.5739844578210838,1.86050476097457,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0105,best,train_BottomKAcc,0.8038461538461539,105
260,0.7980769230769231,0.9547390157213578,0.7982456140350878,0.1767952289718848,0.7730769230769231,-0.5265067483764142,1.7358089363453097,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0046,best,train_BottomKAcc,0.7980769230769231,46
260,0.7961538461538461,0.9585190816567495,0.7894736842105263,0.14317565001547336,0.7769230769230769,-0.5275220415125099,1.7361705307180444,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0117,best,train_BottomKAcc,0.7961538461538461,117
260,0.7903846153846154,0.9630586135845918,0.793859649122807,0.09043666835014637,0.7653846153846153,-0.5441065469255241,1.766249645534279,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0037,best,train_BottomKAcc,0.7903846153846154,37
260,0.7865384615384615,0.952477179811551,0.7807017543859649,0.08489712852124985,0.7653846153846153,-0.5372859332710505,1.7571560820340049,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0131,best,train_BottomKAcc,0.7865384615384615,131
260,0.7846153846153846,0.9603768770511334,0.7850877192982456,0.04721371849568991,0.7576923076923077,-0.556345680463486,1.7907281404169977,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0063,best,train_BottomKAcc,0.7846153846153846,63
260,0.7826923076923077,0.9447950809047773,0.7807017543859649,-0.024594877345057633,0.7615384615384615,-0.5696885826281057,1.8519112342484993,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0026,best,train_BottomKAcc,0.7826923076923077,26
260,0.7807692307692308,0.9479739061914958,0.7807017543859649,0.178274723686851,0.7538461538461538,-0.5279395167071086,1.7390285420634413,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0149,best,train_BottomKAcc,0.7807692307692308,149
260,0.7788461538461539,0.9516892873323881,0.7719298245614035,0.1375695115385147,0.7576923076923077,-0.5330454108627656,1.7485548618577813,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0058,best,train_BottomKAcc,0.7788461538461539,58
260,0.775,0.9457145782617422,0.7675438596491229,0.004882633943970387,0.7538461538461538,-0.5664662579217783,1.8326136581597763,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0065,best,train_BottomKAcc,0.775,65
260,0.775,0.9473053380846977,0.7631578947368421,0.20993763311551167,0.7576923076923077,-0.5180726670695899,1.7217886168443315,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0144,best,train_BottomKAcc,0.775,144
260,0.7730769230769231,0.9481275819815123,0.7675438596491229,-0.014426186164984336,0.75,-0.5720133702163226,1.8461548139904203,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0079,best,train_BottomKAcc,0.7730769230769231,79
260,0.7711538461538462,0.943176827350488,0.7719298245614035,0.10392895077283566,0.7423076923076923,-0.5322606915751329,1.745143101776076,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0032,best,train_BottomKAcc,0.7711538461538462,32
260,0.7634615384615384,0.9451236417660347,0.7587719298245614,0.004674824929008117,0.7423076923076923,-0.5611870538837348,1.8145706258444327,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0116,best,train_BottomKAcc,0.7634615384615384,116
260,0.7615384615384615,0.9398426625591058,0.7587719298245614,0.15362645601137326,0.7346153846153847,-0.5213702496642677,1.7249320650227244,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0146,best,train_BottomKAcc,0.7615384615384615,146
260,0.7576923076923077,0.944849321933893,0.75,0.15827832167538314,0.7346153846153847,-0.5358281714510388,1.7560161170911848,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0055,best,train_BottomKAcc,0.7576923076923077,55
260,0.7538461538461538,0.9417964029770631,0.75,0.12390783747228293,0.7269230769230769,-0.5327109282191557,1.7451197449005953,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0115,best,train_BottomKAcc,0.7538461538461538,115
260,0.75,0.9403972571858993,0.7543859649122807,-0.03587819269070258,0.7192307692307692,-0.5694906660928749,1.8386207920766646,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0028,best,train_BottomKAcc,0.75,28
260,0.7480769230769231,0.9508733684053787,0.7456140350877193,0.10195084904822019,0.7230769230769231,-0.5421975329446678,1.7624495213326217,1.126923076923077,outputs/dwts_tune_cpu__tune/tune_cpu_trial_0057,best,train_BottomKAcc,0.7480769230769231,57
