season,week,team_id,alpha,P_fan,P_fan_mean,P_fan_std,P_fan_q025,P_fan_q975,S_total
17,9,Leah Remini__Tony Dovolani,0.0019677788950502872,0.15455065667629242,0.15380437672138214,0.00737341120839119,0.14373190701007843,0.17023521661758423,0.32597923278808594
17,9,Corbin Bleu__Karina Smirnoff,0.0019677788950502872,0.16907371580600739,0.16865769028663635,0.011534713208675385,0.14605526626110077,0.1904609352350235,0.3532007038593292
17,9,Amber Riley__Derek Hough,0.0019677788950502872,0.18371421098709106,0.18395543098449707,0.01675903983414173,0.14885185658931732,0.21079716086387634,0.34561896324157715
17,9,Bill Engvall__Emma Slater,0.0019677788950502872,0.20444262027740479,0.20447871088981628,0.025064781308174133,0.15310251712799072,0.23107488453388214,0.33777594566345215
17,9,Jack Osbourne__Cheryl Burke,0.0019677788950502872,0.18206961452960968,0.1819189488887787,0.01618083566427231,0.14605526626110077,0.20634084939956665,0.3534981906414032
17,10,Leah Remini__Tony Dovolani,0.007699130102992058,0.15352791547775269,0.15322446823120117,0.010228889994323254,0.1433056741952896,0.1801648736000061,0.33924221992492676
17,10,Corbin Bleu__Karina Smirnoff,0.007699130102992058,0.19766461849212646,0.19694437086582184,0.014712188392877579,0.16899177432060242,0.22584544122219086,0.41195034980773926
17,10,Amber Riley__Derek Hough,0.007699130102992058,0.20332713425159454,0.20391081273555756,0.01606527529656887,0.17023532092571259,0.23396144807338715,0.42904141545295715
17,10,Bill Engvall__Emma Slater,0.007699130102992058,0.23457646369934082,0.2361713945865631,0.027567893266677856,0.1776072382926941,0.26749497652053833,0.40600502490997314
17,10,Jack Osbourne__Cheryl Burke,0.007699130102992058,0.2109038084745407,0.2097489982843399,0.019242767244577408,0.1719420701265335,0.2403278797864914,0.4137609601020813
17,11,Corbin Bleu__Karina Smirnoff,0.017227327451109886,0.2380845695734024,0.23794318735599518,0.013044389896094799,0.21135254204273224,0.26399922370910645,0.49718111753463745
17,11,Amber Riley__Derek Hough,0.017227327451109886,0.25283268094062805,0.2524460256099701,0.017469851300120354,0.21542787551879883,0.28210189938545227,0.5264865159988403
17,11,Bill Engvall__Emma Slater,0.017227327451109886,0.2625555694103241,0.2631233036518097,0.019967148080468178,0.21823608875274658,0.2917518615722656,0.48526328802108765
17,11,Jack Osbourne__Cheryl Burke,0.017227327451109886,0.24652722477912903,0.24648746848106384,0.015626786276698112,0.21365892887115479,0.2757526636123657,0.49106910824775696
18,1,Billy Dee Williams__Emma Slater,0.0009336263174191117,0.08310194313526154,0.08281072974205017,0.0020708409138023853,0.07886707037687302,0.08710157126188278,0.14035385847091675
18,1,Danica McKellar__Valentin Chmerkovskiy,0.0009336263174191117,0.07850518822669983,0.07821096479892731,0.0026118983514606953,0.07400456070899963,0.08425218611955643,0.17010824382305145
18,1,James Maslow__Peta Murgatroyd,0.0009336263174191117,0.10266857594251633,0.10292769223451614,0.009821326471865177,0.08082196116447449,0.11254282295703888,0.18282124400138855
18,1,Candace Cameron Bure__Mark Ballas,0.0009336263174191117,0.09960052371025085,0.09949658811092377,0.008598938584327698,0.08050224184989929,0.10838717222213745,0.1950203776359558
18,1,Sean Avery__Karina Smirnoff,0.0009336263174191117,0.06553784012794495,0.0659453496336937,0.007828054949641228,0.05912848189473152,0.08302471041679382,0.14187371730804443
18,1,Diana Nyad__Henry Byalikov,0.0009336263174191117,0.05271676182746887,0.05392998084425926,0.01307003665715456,0.045685525983572006,0.08082985132932663,0.12141904979944229
18,1,Charlie White__Sharna Burgess,0.0009336263174191117,0.08512924611568451,0.08480744063854218,0.0024673694279044867,0.0795561820268631,0.08948677033185959,0.18818268179893494
18,1,Amy Purdy__Derek Hough,0.0009336263174191117,0.09982049465179443,0.10016562044620514,0.008262704126536846,0.08101064711809158,0.10880226641893387,0.19142355024814606
18,1,Meryl Davis__Maksim Chmerkoskiy,0.0009336263174191117,0.09906615316867828,0.09856771677732468,0.008482617326080799,0.08073300868272781,0.10780523717403412,0.1906692087650299
18,1,Drew Carey__Cheryl Burke,0.0009336263174191117,0.07701867073774338,0.07679746299982071,0.003070024074986577,0.07233455032110214,0.08327320963144302,0.1571713387966156
18,1,Cody Simpson__Witney Carson,0.0009336263174191117,0.07788392901420593,0.07766073942184448,0.002775810658931732,0.07336481660604477,0.08356200158596039,0.16185340285301208
