bootstrap_id,BottomKAcc,PairwiseOrderAcc,Top1Acc,RuleReproRateWeek
0,0.9423076923076923,0.9907264973108585,0.947136563876652,0.9307692307692308
1,0.95,0.9922786951065063,0.956140350877193,0.9384615384615385
2,0.9076923076923077,0.9855021387338638,0.911504424778761,0.8923076923076924
3,0.9365384615384615,0.9894932861511524,0.9429824561403509,0.9230769230769231
4,0.9346153846153846,0.9890491467255812,0.9327354260089686,0.926923076923077
5,0.9538461538461539,0.9932889344600531,0.9572649572649573,0.9461538461538461
6,0.9384615384615385,0.9905508392132245,0.9356223175965666,0.9346153846153846
7,0.9423076923076923,0.9908469319343567,0.9411764705882353,0.9346153846153846
8,0.9576923076923077,0.9927380960721236,0.9559471365638766,0.9538461538461539
9,0.9326923076923077,0.9896242662118031,0.9324324324324325,0.9230769230769231
10,0.95,0.9927410100515072,0.9491525423728814,0.9461538461538461
11,0.95,0.9931254870616473,0.9484978540772532,0.9461538461538461
12,0.925,0.9886492690214744,0.9241071428571429,0.9153846153846154
13,0.9288461538461539,0.9903507617803721,0.9279279279279279,0.9192307692307692
14,0.9519230769230769,0.9926234889488954,0.9563318777292577,0.9423076923076923
15,0.9365384615384615,0.9906041198051893,0.9360730593607306,0.926923076923077
16,0.9211538461538461,0.9877945684469663,0.9173913043478261,0.9153846153846154
17,0.9384615384615385,0.9895923534264931,0.9417040358744395,0.926923076923077
18,0.9769230769230769,0.9967765574271862,0.9782608695652174,0.9730769230769231
19,0.9461538461538461,0.9923197652284915,0.9478260869565217,0.9384615384615385
20,0.9673076923076923,0.9950808921685586,0.9699570815450643,0.9615384615384616
21,0.9173076923076923,0.9871244054574233,0.9181034482758621,0.9076923076923077
22,0.9288461538461539,0.9891021496974505,0.9347826086956522,0.9153846153846154
23,0.9384615384615385,0.9910619958088949,0.9452054794520548,0.9230769230769231
24,0.9326923076923077,0.9883745443362456,0.9446808510638298,0.9153846153846154
25,0.9384615384615385,0.9902410106017039,0.9453781512605042,0.926923076923077
26,0.9538461538461539,0.9926739940276512,0.9568965517241379,0.9461538461538461
27,0.9423076923076923,0.9913521218758363,0.9449152542372882,0.9346153846153846
28,0.9730769230769231,0.9958791214686173,0.9727272727272728,0.9692307692307692
29,0.9403846153846154,0.9912970380141185,0.9451476793248945,0.9307692307692308
30,0.9442307692307692,0.9895251987072138,0.9506726457399103,0.9307692307692308
31,0.9519230769230769,0.9924845998103802,0.9551569506726457,0.9423076923076923
32,0.9461538461538461,0.991932096848121,0.9449152542372882,0.9423076923076923
33,0.9442307692307692,0.9908713521865699,0.9432314410480349,0.9384615384615385
34,0.9346153846153846,0.9903051128754249,0.9353448275862069,0.926923076923077
35,0.9423076923076923,0.9909829082397315,0.9439655172413793,0.9346153846153846
36,0.9326923076923077,0.990502137862719,0.9292035398230089,0.926923076923077
37,0.9307692307692308,0.9906148037085166,0.927038626609442,0.926923076923077
38,0.9576923076923077,0.9933896665389721,0.9529914529914529,0.9576923076923077
39,0.9634615384615385,0.9944123939825938,0.9606986899563319,0.9615384615384616
40,0.9519230769230769,0.9920389345059029,0.9547511312217195,0.9423076923076923
41,0.9307692307692308,0.9892794723694142,0.9342105263157895,0.9192307692307692
42,0.9596153846153846,0.9942794714982693,0.9606986899563319,0.9538461538461539
43,0.9538461538461539,0.9936355318014438,0.9517543859649122,0.95
44,0.9365384615384615,0.9909615397453309,0.9347826086956522,0.9307692307692308
45,0.9403846153846154,0.9912344616193037,0.940677966101695,0.9346153846153846
46,0.9442307692307692,0.9918512055507073,0.9383259911894273,0.9423076923076923
47,0.9596153846153846,0.9931623937991949,0.9567099567099567,0.9576923076923077
48,0.9365384615384615,0.9908664962420097,0.9327354260089686,0.9307692307692308
49,0.9423076923076923,0.9918464883015706,0.9466666666666667,0.9307692307692308
50,0.9384615384615385,0.9921090041215603,0.9393939393939394,0.9307692307692308
51,0.9230769230769231,0.9878585317960152,0.9267241379310345,0.9115384615384615
52,0.925,0.9883608077581112,0.9304347826086956,0.9115384615384615
53,0.9326923076923077,0.9898214298945207,0.933920704845815,0.9230769230769231
54,0.9538461538461539,0.9929624555202631,0.9523809523809523,0.95
55,0.9634615384615385,0.994212455015916,0.9684684684684685,0.9538461538461539
56,0.9557692307692308,0.9936627273376172,0.9636363636363636,0.9423076923076923
57,0.9596153846153846,0.9936277623359974,0.9656652360515021,0.95
58,0.948076923076923,0.9913841726688238,0.9502262443438914,0.9384615384615385
59,0.926923076923077,0.9895343565023862,0.9269406392694064,0.9153846153846154
60,0.9596153846153846,0.9926402777433395,0.9669811320754716,0.9461538461538461
61,0.9461538461538461,0.9920970705839304,0.9452054794520548,0.9384615384615385
62,0.9615384615384616,0.9928722677322535,0.9683257918552036,0.95
63,0.9615384615384616,0.9951524874338737,0.9551569506726457,0.9615384615384616
64,0.9173076923076923,0.9879867372604517,0.9126637554585153,0.9115384615384615
65,0.9173076923076923,0.9877790283698302,0.9155555555555556,0.9076923076923077
66,0.9365384615384615,0.9907462000846863,0.9424778761061947,0.9230769230769231
67,0.9461538461538461,0.9926311204066643,0.9424778761061947,0.9423076923076923
68,0.9519230769230769,0.9923777626110957,0.9559471365638766,0.9423076923076923
69,0.9346153846153846,0.9899067615087216,0.9344978165938864,0.926923076923077
70,0.9346153846153846,0.9902976208008253,0.9380530973451328,0.9230769230769231
71,0.95,0.9920329680809608,0.9484978540772532,0.9461538461538461
72,0.9326923076923077,0.9904070941301493,0.9298245614035088,0.926923076923077
73,0.9557692307692308,0.993111889408185,0.9601769911504425,0.9461538461538461
74,0.9538461538461539,0.9925320524435777,0.9533898305084746,0.95
75,0.9519230769230769,0.9924204970781619,0.9519650655021834,0.9461538461538461
76,0.9384615384615385,0.9907323248111285,0.9375,0.9346153846153846
77,0.9384615384615385,0.9900135987080061,0.9385964912280702,0.9307692307692308
78,0.9615384615384616,0.9946425807017546,0.9623430962343096,0.9576923076923077
79,0.95,0.9925059673877863,0.9469026548672567,0.9461538461538461
80,0.9403846153846154,0.9906578157956784,0.9366515837104072,0.9346153846153846
81,0.9423076923076923,0.9918251207241645,0.9422222222222222,0.9346153846153846
82,0.9538461538461539,0.9939054012298584,0.9523809523809523,0.95
83,0.9461538461538461,0.9915734277321742,0.944206008583691,0.9423076923076923
84,0.9403846153846154,0.989995422730079,0.9422222222222222,0.9307692307692308
85,0.9461538461538461,0.9908043361627139,0.9502262443438914,0.9346153846153846
86,0.95,0.9917124553368641,0.9559471365638766,0.9384615384615385
87,0.9519230769230769,0.9924069003416942,0.9565217391304348,0.9423076923076923
88,0.926923076923077,0.9890505343675613,0.9307359307359307,0.9153846153846154
89,0.9461538461538461,0.9926418036222457,0.9427312775330396,0.9423076923076923
90,0.9576923076923077,0.9930050515211546,0.9565217391304348,0.9538461538461539
91,0.9519230769230769,0.993192641551678,0.9508928571428571,0.9461538461538461
92,0.9326923076923077,0.99053252522762,0.9366515837104072,0.9192307692307692
93,0.9557692307692308,0.9939620114289798,0.9601769911504425,0.9461538461538461
94,0.9557692307692308,0.9930662405032378,0.9559471365638766,0.95
95,0.948076923076923,0.9909675057117756,0.9469026548672567,0.9423076923076923
96,0.9403846153846154,0.9902469772558946,0.9414414414414415,0.9307692307692308
97,0.9538461538461539,0.9924281287651796,0.9594594594594594,0.9423076923076923
98,0.9326923076923077,0.9909168626253422,0.9292035398230089,0.926923076923077
99,0.95,0.993398408477123,0.9466666666666667,0.9461538461538461
100,0.9519230769230769,0.992695222909634,0.9506726457399103,0.9461538461538461
101,0.926923076923077,0.9891221300913737,0.9330357142857143,0.9115384615384615
102,0.9423076923076923,0.9909627886918875,0.9461883408071748,0.9307692307692308
103,0.9346153846153846,0.9905964883474203,0.935064935064935,0.926923076923077
104,0.9557692307692308,0.9931227115484385,0.9555555555555556,0.95
105,0.9365384615384615,0.990833334510143,0.9324324324324325,0.9307692307692308
106,0.9365384615384615,0.9900059681672316,0.9380530973451328,0.926923076923077
107,0.9692307692307692,0.9956148026081232,0.9647577092511013,0.9692307692307692
108,0.9192307692307692,0.988007966371683,0.9162995594713657,0.9115384615384615
109,0.9538461538461539,0.9931468539513074,0.9511111111111111,0.95
110,0.9365384615384615,0.9897358211187216,0.9388646288209607,0.926923076923077
111,0.9519230769230769,0.9930479251421415,0.9519650655021834,0.9461538461538461
112,0.9615384615384616,0.9935897446595705,0.9694323144104804,0.95
113,0.9423076923076923,0.9906148030207708,0.9372197309417041,0.9384615384615385
114,0.9461538461538461,0.9907158134075311,0.944954128440367,0.9384615384615385
115,0.9634615384615385,0.9941269849355404,0.9641255605381166,0.9576923076923077
116,0.926923076923077,0.9900592476129532,0.921161825726141,0.926923076923077
117,0.948076923076923,0.9922358212562707,0.947136563876652,0.9423076923076923
118,0.948076923076923,0.9924952839429562,0.9513274336283186,0.9384615384615385
119,0.9173076923076923,0.986520148240603,0.9162995594713657,0.9076923076923077
120,0.95,0.9922098748959027,0.9541284403669725,0.9384615384615385
121,0.9461538461538461,0.991915446978349,0.9529914529914529,0.9346153846153846
122,0.9423076923076923,0.9911305374824084,0.9391304347826087,0.9384615384615385
123,0.9365384615384615,0.990102121921686,0.9360730593607306,0.926923076923077
124,0.9538461538461539,0.9927838839017428,0.9577464788732394,0.9423076923076923
125,0.9673076923076923,0.9937529153548754,0.9787234042553191,0.9538461538461539
126,0.95,0.9931743264198303,0.9475982532751092,0.9461538461538461
127,0.9673076923076923,0.9951739941652005,0.9742489270386266,0.9576923076923077
128,0.9288461538461539,0.9886889517307281,0.9307359307359307,0.9192307692307692
129,0.9288461538461539,0.9888977706432343,0.9301310043668122,0.9192307692307692
130,0.9538461538461539,0.9932935134722636,0.9565217391304348,0.9461538461538461
131,0.9403846153846154,0.9910742051326311,0.9424778761061947,0.9307692307692308
132,0.9384615384615385,0.990073261811183,0.9399141630901288,0.9307692307692308
133,0.9307692307692308,0.9901903670567732,0.9301310043668122,0.9230769230769231
134,0.9403846153846154,0.9912250271210303,0.9511111111111111,0.9230769230769231
135,0.9596153846153846,0.9934644534037663,0.9613733905579399,0.9538461538461539
136,0.9538461538461539,0.9932721458948576,0.96,0.9423076923076923
137,0.9365384615384615,0.9888354716392663,0.9411764705882353,0.926923076923077
138,0.9519230769230769,0.99199633873426,0.9594594594594594,0.9384615384615385
139,0.9423076923076923,0.9898672172656426,0.9439655172413793,0.9346153846153846
140,0.926923076923077,0.989582780462045,0.9285714285714286,0.9153846153846154
141,0.9557692307692308,0.994023061486391,0.9557522123893806,0.95
142,0.948076923076923,0.9918803432813057,0.9508928571428571,0.9384615384615385
143,0.9557692307692308,0.9932509167836263,0.956140350877193,0.95
144,0.9519230769230769,0.9930128212158497,0.948051948051948,0.95
145,0.9346153846153846,0.9910285566861813,0.9385964912280702,0.9230769230769231
146,0.9384615384615385,0.9911353934269685,0.9327731092436975,0.9384615384615385
147,0.9346153846153846,0.9893696594696778,0.9316239316239316,0.9307692307692308
148,0.9288461538461539,0.9874847396061971,0.9347826086956522,0.9153846153846154
149,0.9673076923076923,0.994949634717061,0.9726027397260274,0.9576923076923077
150,0.9346153846153846,0.9898884463768739,0.933920704845815,0.926923076923077
151,0.9538461538461539,0.993104257950416,0.9513274336283186,0.95
152,0.9461538461538461,0.9916298996943694,0.9504504504504504,0.9346153846153846
153,0.9557692307692308,0.9923806761319821,0.963963963963964,0.9423076923076923
154,0.9596153846153846,0.9938307542067307,0.9641255605381166,0.95
155,0.9557692307692308,0.9936217959110554,0.9568965517241379,0.95
156,0.948076923076923,0.9926282059687834,0.9444444444444444,0.9461538461538461
157,0.9365384615384615,0.9910191217294106,0.9388646288209607,0.926923076923077
158,0.9403846153846154,0.9911140263080597,0.9404255319148936,0.9346153846153846
159,0.9423076923076923,0.9914649259585601,0.9452054794520548,0.9307692307692308
160,0.9423076923076923,0.9912393177931126,0.9393939393939394,0.9384615384615385
161,0.9423076923076923,0.9909539080583132,0.9380530973451328,0.9384615384615385
162,0.9653846153846154,0.9946718566692793,0.9652173913043478,0.9615384615384616
163,0.9442307692307692,0.992687730376537,0.9451476793248945,0.9384615384615385
164,0.9442307692307692,0.9922004401683807,0.9473684210526315,0.9346153846153846
165,0.9384615384615385,0.9896611738663453,0.9424778761061947,0.926923076923077
166,0.9538461538461539,0.9934383683479749,0.9567099567099567,0.9461538461538461
167,0.9384615384615385,0.9904624553827139,0.9383259911894273,0.9307692307692308
168,0.9576923076923077,0.9933333344184435,0.9567099567099567,0.9538461538461539
169,0.9576923076923077,0.9931227115484385,0.9598214285714286,0.95
170,0.9692307692307692,0.9951495734544901,0.9700854700854701,0.9653846153846154
171,0.9346153846153846,0.9907460611600142,0.9353448275862069,0.926923076923077
172,0.9365384615384615,0.9904546859172675,0.9364406779661016,0.9307692307692308
173,0.9288461538461539,0.990094212614573,0.9244444444444444,0.9230769230769231
174,0.9307692307692308,0.9897786949689572,0.9301310043668122,0.9230769230769231
175,0.948076923076923,0.992118300153659,0.9439655172413793,0.9461538461538461
176,0.9557692307692308,0.9934829070017888,0.9578059071729957,0.95
177,0.948076923076923,0.9915841116355015,0.9493087557603687,0.9384615384615385
178,0.9673076923076923,0.9958119662908408,0.9647577092511013,0.9653846153846154
179,0.9442307692307692,0.9919505509046408,0.9427312775330396,0.9384615384615385
180,0.9346153846153846,0.9912160073335354,0.9307359307359307,0.9307692307692308
181,0.9346153846153846,0.989331087240806,0.9353448275862069,0.926923076923077
182,0.9519230769230769,0.9931118889496877,0.9523809523809523,0.9461538461538461
183,0.9576923076923077,0.993606394300094,0.9578059071729957,0.9538461538461539
184,0.948076923076923,0.9925838069273876,0.9511111111111111,0.9384615384615385
185,0.9653846153846154,0.9957917094230652,0.9694323144104804,0.9576923076923077
186,0.9557692307692308,0.9925807540233319,0.9598214285714286,0.9461538461538461
187,0.9423076923076923,0.9905402951515638,0.9559471365638766,0.9230769230769231
188,0.9634615384615385,0.9944261303314796,0.9695652173913043,0.9538461538461539
189,0.9576923076923077,0.9934249096191846,0.9688888888888889,0.9423076923076923
190,0.9538461538461539,0.9945251982945662,0.9511111111111111,0.95
191,0.9288461538461539,0.9886004292047941,0.9285714285714286,0.9192307692307692
192,0.9173076923076923,0.9887587430385443,0.9102564102564102,0.9153846153846154
193,0.9653846153846154,0.9944047632125708,0.9730941704035875,0.9538461538461539
194,0.9403846153846154,0.9901554013674075,0.9383259911894273,0.9346153846153846
195,0.95,0.9928431306894009,0.9519650655021834,0.9423076923076923
196,0.9653846153846154,0.9952410097305592,0.9647577092511013,0.9615384615384616
197,0.9423076923076923,0.9915873032349807,0.9444444444444444,0.9346153846153846
198,0.9346153846153846,0.9913550353967227,0.9298245614035088,0.9307692307692308
199,0.9557692307692308,0.9941813753201412,0.9559471365638766,0.95
